S.No,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
1883,Perr Schuurs,NED,DF,Torino,Serie A,22,1999,4,3,249,2.8,0,0,0,0,0,0,0,0,0,0,27.1,34.3,79.2,617.9,130.4,5.71,6.79,84.2,16.1,19.3,83.3,5.36,7.5,71.4,0,0,0,0,0,0.36,34.3,32.5,1.79,1.79,0,5.36,0.71,0,0,0,0,0,23.2,3.57,7.5,6.79,20.4,4.29,0,0,27.1,0,0.36,0,0.71,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.43,0.71,1.07,0.71,1.07,1.43,75,0.36,11.4,3.93,34.4,4.29,6.43,0.71,1.79,0.71,0,1.07,2.86,5.36,7.5,0,48.9,7.14,28.2,20.4,2.14,0,47.1,0,0,0,0,0,19.6,104.6,44.6,1.43,0.71,0,0.36,0,15.4,15.4,100,0,0.36,0,0,1.79,0.36,0,0,1.43,0,0,0,13.9,5.36,3.21,62.5
1884,Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,8,8,720,8,0,0,0,0,0,0,0,0,0,0,32.9,38.6,85.1,898.5,442,4.63,4.63,100,18.8,19,98.7,9.5,15,63.3,0,0,0.5,0.13,0,0,38.6,30,8.63,2.63,0,2.75,0.25,0,0,0,0,0,28.9,0.75,9,6.63,28.1,0,0,3.25,32.9,0,0.38,0.25,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,31.8,40.3,0.75,0,0,32.3,0,0,0,0,0,23.3,103.5,58,0,0,0,0,0,24.4,24.3,99.5,0,0,0,0,0,0.13,0,0,0,0,0,0,4.38,0,0,0
1885,Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,9,9,810,9,0,0.11,0,0,0,0,6.3,0,0,0,22,35.2,62.5,827.7,600.7,3.78,3.78,100,7.78,7.78,100,10.4,23.7,44.1,0,0.22,1.56,0.11,0,0,35.2,24.3,10.9,3.11,0,2.78,1,0,0,0,0,0,13.3,0.89,21,3.78,27,0,0,3.44,22,0.11,0.67,0.33,0,0.67,0.11,0.44,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.22,0,0,0,0,0,0,0,0,0,0.22,38.2,31.9,38,0.22,0.11,0.11,27.4,0,0,0,0,0,18,93.9,64.7,0,0,0,0,0,17.1,17,99.4,0,0.11,0,0,0,0.33,0,0,0,0,0,0,4.78,0,0,0
1886,Demba Seck,SEN,FWMF,Torino,Serie A,21,2001,4,3,209,2.3,0,2.17,0.87,40,0,0,17.5,0,0,0,18.7,27.4,68.3,278.3,57.4,10.4,11.7,88.9,8.26,11.3,73.1,0,2.17,0,0,0.43,1.74,0.43,0,1.74,27.4,27.4,0,0,0,6.09,0.87,2.17,0,0,0,0,23,1.74,2.61,22.6,3.04,0.43,0,0,18.7,0,0.87,0.87,1.74,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0.87,0.43,1.3,0,0,0,0,0,8.26,1.74,21.1,1.74,3.91,2.61,0.87,0.43,0,0.43,0.43,2.17,0,0,41.3,0,3.91,20.9,20.9,3.48,41.3,3.04,3.48,87.5,3.04,0.43,35.7,272.6,181.3,10,2.17,1.74,3.48,1.74,39.1,31.7,81.1,6.96,0,0,0,1.3,3.48,0,2.17,0.87,0,0,0,5.22,1.3,0.87,60
1887,Jacopo Segre,ITA,DF,Torino,Serie A,25,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,40,45,88.9,645,185,20,25,80,10,10,100,5,5,100,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,40,5,0,0,40,5,0,0,40,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,0,0,0,10,0,5,0,0,5,0,0,0,0,50,0,15,35,0,0,50,0,0,0,0,0,40,125,75,0,0,0,0,0,45,40,88.9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1888,Paul Seguin,GER,MF,Union Berlin,Bundesliga,27,1995,4,0,48,0.5,0,2,0,0,0,0,27,0,0,0,78,90,86.7,1370,268,34,38,89.5,34,38,89.5,8,10,80,2,4,2,2,0,4,90,82,8,0,2,16,0,4,8,0,0,0,62,16,12,12,72,4,0,0,78,0,2,0,2,8,8,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,4,0,4,12,2,16.7,6,6,0,2,0,0,2,0,2,0,0,106,2,16,32,62,2,98,2,4,50,2,0,72,388,152,10,2,0,2,2,84,80,95.2,14,0,0,0,2,0,0,4,0,0,0,0,10,2,4,33.3
1889,Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,9,9,787,8.7,0,0.23,0,0,0,0,26.4,0,0,0,40.2,45.2,89.1,706,171.7,17.4,18.4,94.4,17.8,19.4,91.7,4.14,5.98,69.2,0,0.46,1.15,0.92,0.46,1.72,45.2,42.6,2.53,0.23,0,3.68,0.57,1.26,0,0,0,0,37,3.33,4.83,8.39,32.4,1.49,2.3,0,40.2,0,0.8,0.92,0.8,1.03,0.69,0,0,0,0.23,0.11,0,0,0,0,0,0,0,2.07,1.49,1.26,0.34,0.46,0.69,1.61,42.9,0.92,7.24,3.1,42.9,4.37,2.41,0.46,1.49,0.8,0,0.69,3.33,5.4,2.18,0,54.9,5.52,23.3,26.8,9.77,0.23,52.5,1.15,1.49,76.9,1.15,0,39,242.5,122.8,3.22,1.15,0,0.34,0.92,36.4,34.7,95.3,1.15,0.23,0,0,1.61,1.72,0.11,1.26,1.49,0,0,0,7.36,0.92,0.23,80
1890,Davie Selke,GER,FW,Hertha BSC,Bundesliga,27,1995,6,1,111,1.2,0,0.83,0.83,100,0,0,30,0,0,0,10.8,16.7,65,125,36.7,5.83,9.17,63.6,3.33,5,66.7,0,0,0,0.83,2.5,0.83,0,0,1.67,16.7,16.7,0,0,0,8.33,0,0,0,0,0,0,5.83,5,5.83,0,7.5,1.67,0,0.83,10.8,0,0.83,0.83,0.83,3.33,2.5,0,0,0,0.83,0,0.83,0.83,0,0,0,0,0,0.83,0,0.83,0,0,0,0,0,0,17.5,5.83,33.3,0.83,5,11.7,1.67,0.83,0,0.83,0,0.83,1.67,0,28.3,3.33,5,9.17,17.5,2.5,28.3,0.83,1.67,50,0.83,0,10.8,93.3,84.2,2.5,1.67,0.83,4.17,1.67,46.7,20.8,44.6,4.17,0.83,0,0,2.5,1.67,0,0,0,0,0,0,3.33,7.5,10,42.9
1891,Matz Sels,BEL,GK,Strasbourg,Ligue 1,30,1992,9,9,810,9,0,0,0,0,0,0,0,0,0,0,21.2,29.7,71.5,603.8,380.7,5.56,5.56,100,8.11,8.22,98.6,7.56,15.9,47.6,0,0,0.78,0,0,0.11,29.7,21.9,7.78,2.78,0,2.67,0.78,0,0,0,0,0,15.3,1.22,13.1,2.44,19.7,0,0,6.33,21.2,0,0.33,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,33.4,29.7,33.2,0.33,0,0,25.7,0,0,0,0,0,14.8,84.6,60.8,0,0,0,0.11,0,14.1,14.1,100,0,0.11,0,0,0,0.11,0,0,0,0,0,0,5.67,0,0,0
1892,Nélson Semedo,POR,DF,Wolves,Premier League,28,1993,7,4,354,3.9,0,0.26,0,0,0,0,23.3,0,0,0,40.8,47.4,85.9,667.4,184.4,21.8,22.8,95.5,14.9,17.9,82.9,3.33,4.62,72.2,0,1.03,2.05,1.28,0.51,2.56,47.4,39.2,8.21,0,0,6.92,0.51,1.79,0,0,0,0,31.5,8.97,6.92,5.13,31.5,1.54,8.21,0.26,40.8,0.26,0.51,0.77,0.77,1.28,1.03,0,0,0.26,0,0,0,0,0,0,0,0,0,3.08,1.79,2.05,1.03,0,1.28,1.79,71.4,0.51,11.5,4.62,40,4.87,4.62,2.05,2.82,1.03,0,1.79,1.03,4.1,2.82,0,63.6,4.36,15.6,28.7,24.6,1.28,55.4,0.51,2.05,25,0.51,0.26,39.7,243.1,149,6.67,3.08,0,1.54,1.54,43.1,37.9,88.1,4.1,0.26,0,0,0.51,1.28,0,1.79,1.79,0,0,0,5.9,1.03,0.77,57.1
1893,Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,21,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,40,50,80,740,470,10,10,100,20,20,100,10,20,50,0,0,0,10,0,10,50,50,0,0,0,10,0,10,0,0,0,0,30,0,20,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,30,0,0,0,20,10,0,0,0,0,20,20,10,0,70,20,40,10,20,0,70,0,0,0,0,0,50,350,180,20,0,0,0,10,40,40,100,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,50
1894,Marcos Senesi,ARG,DF,Bournemouth,Premier League,25,1997,6,5,416,4.6,0,0,0,0,0,0,0,0,0,0,31.3,38.9,80.4,643,294.6,9.35,10.7,87.8,15.7,18,86.7,5.65,9.35,60.5,0,0.22,1.52,0.22,0,1.09,38.9,37,1.96,0.87,0,3.7,0.43,0.43,0,0,0,0,25,3.91,10,31.1,3.04,3.48,1.09,0.22,31.3,0.43,0.87,0.43,0.65,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,2.61,1.74,1.74,0.87,0,1.52,2.17,70,0.65,9.13,3.7,40.5,7.17,1.96,0,1.09,0.43,0,0.65,1.52,4.13,5.22,0,48.9,12.4,33.7,15.7,1.52,0.22,47,0.22,0.22,100,0.22,0,26.7,109.3,47.2,0.65,0.43,0,0.22,0,28.3,28,99.2,0,0,0,0,0.22,0,0,0.43,1.74,0,0,0,6.3,0.43,0.43,50
1895,Stefano Sensi,ITA,MF,Monza,Serie A,27,1995,8,7,572,6.4,0.31,1.25,0.63,50,0.25,0.5,24.6,0.16,0,0,58.4,68.4,85.4,1189.8,374.8,23.9,25.8,92.7,24.5,26.6,92.4,9.53,14.7,64.9,0,1.88,7.03,1.09,0.31,6.72,68.4,63.1,5.31,2.5,0,5.78,3.13,1.41,2.81,0.63,1.41,0,53.1,4.22,11.1,9.53,56.6,1.41,0,0.31,58.4,0,0.78,2.66,0.94,3.28,1.88,1.25,0,0,0,0.16,0.31,0.31,0,0,0,0,0,2.81,2.19,2.03,0.63,0.16,1.09,2.5,43.8,1.41,14.5,4.69,32.3,5.63,6.41,2.5,1.25,0.16,0,1.09,1.41,4.22,0.47,0,78.3,1.88,18.4,48.9,16.9,0.31,73.8,0.47,1.25,37.5,0.63,0.16,57.7,308.8,146.3,5.31,1.41,0.16,0.63,0.94,61.7,58.9,95.4,0.94,0.16,0,0,1.56,3.59,0,1.41,2.19,0,0,0,7.81,0.78,0.78,50
1896,Jaime Seoane,ESP,MF,Getafe,La Liga,25,1997,8,2,266,3,0,0.33,0,0,0,0,34,0,0,0,18.3,22.3,82.1,391.7,98,6.67,8,83.3,6.67,7.67,87,4.67,6,77.8,0,1.33,1.67,0,0,1.67,22.3,21.7,0.67,0.67,0.33,3.67,1.67,0.33,0,0,0,0,16.3,2,4,1.33,19,1.67,0,0,18.3,0,0,0.67,0.33,2.67,2,0,0,0,0,0.67,0,0,0,0,0,0,0,2.67,1,0.33,1.33,1,1.33,2,66.7,0.67,21.7,4.67,21.5,7.67,9.33,4.67,1,0.67,0,0.33,1.67,4.33,0.67,0,31,1,5.33,19.7,7.33,0.33,30.3,0.33,0.67,50,0.33,0,18.7,98.3,57,3.67,0.67,0,0.67,0.67,20.3,19.3,95.1,0.33,0,0,0,2.67,1,0,0.33,1,0,0,0,4.67,0.33,0,100
1897,Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,8,8,720,8,0,0,0,0,0,0,0,0,0,0,25.9,34.5,75,714.6,427,5.5,5.5,100,10.8,10.8,100,9.25,17.8,52.1,0,0,0.13,0,0,0,34.5,22.3,12.3,3,0,2,1,0,0,0,0,0,20,1.5,13,19,9.5,0,0,4.5,25.9,0.13,1.25,0.25,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,32.4,36.4,0.13,0,0,24.5,0,0,0,0,0,16.6,76.5,50.9,0,0,0,0,0,14.1,14,99.1,0,0.13,0,0,0,0.13,0,0,0,0,0,0,5.25,0,0,0
1898,Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25,1997,7,7,529,5.9,0.34,1.36,0.51,37.5,0.25,0.67,17.9,0,0,0,23.6,31.7,74.3,486.1,120.3,8.64,10.5,82.3,8.14,10.5,77.4,5.59,8.47,66,0,1.02,3.22,0.51,0,4.07,31.7,30.8,0.85,0.51,0,5.93,1.36,0.17,0.17,0.17,0,0,23.9,2.2,5.59,3.9,25.9,1.02,0,0.17,23.6,0.17,1.19,1.36,0.68,2.03,1.69,0,0.17,0,0.17,0,0,0,0,0,0,0,0,1.02,0.34,0.17,0.51,0.34,0.17,1.36,12.5,1.19,17.3,7.12,41.2,4.07,8.64,4.58,4.41,0.68,0,3.73,2.54,3.56,1.36,0,46.4,1.02,8.81,29.7,11.5,2.37,45.9,1.69,2.88,58.8,1.86,0,32.4,153.7,73.4,2.88,1.02,0.17,0.51,2.88,29.7,27.1,91.4,1.69,0.51,0,0,2.03,1.53,0.17,0.17,0.34,0,0,0,9.32,1.02,0.68,60
1899,Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,5,4,336,3.7,0.27,1.35,0.27,20,0.2,1,14.7,0,0,0,18.9,29.5,64.2,378.1,145.7,7.03,9.19,76.5,8.92,12.4,71.7,2.97,6.49,45.8,0,0.27,1.89,1.08,0.54,2.97,29.5,23.8,5.68,0.54,0,3.24,0.81,1.62,0.81,0,0.81,0,16.2,4.86,8.38,5.41,17.6,1.62,4.32,0,18.9,0,2.43,0.54,1.62,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,3.24,1.62,1.35,1.62,0.27,0.54,1.62,33.3,1.08,11.9,3.78,31.8,4.32,7.03,0.54,2.16,0.27,0,1.89,2.97,6.22,2.7,0,43.8,2.16,15.9,16.2,14.3,1.08,38.4,1.08,1.08,100,1.08,0.27,23.2,158.1,99.5,2.7,1.35,0.27,0.81,1.35,21.1,18.6,88.5,2.16,0.27,0,0,2.7,2.16,0,1.62,1.62,0,0,0,6.76,1.08,0.27,80
1900,Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22,2000,8,5,443,4.9,0.2,2.04,1.02,50,0.1,0.2,14.9,0,0,0,31.2,42.2,73.9,521.6,145.1,16.1,18.8,85.9,12,16.1,74.7,2.65,5.31,50,0,0.2,0.82,0.61,0.2,2.86,42.2,32.9,9.39,0.41,0,2.86,0.82,2.65,0,0,0,0,24.1,8.98,9.18,24.3,6.53,1.84,8.98,0,31.2,0,1.02,0.82,2.86,1.43,0.82,0,0,0.41,0,0.2,0.2,0,0,0,0.2,0,0,2.45,1.63,1.02,1.02,0.41,0.61,1.22,50,0.61,14.9,3.67,24.7,4.49,6.73,3.67,1.43,0,0,1.43,2.04,4.49,2.86,0,54.1,4.08,18.6,18.6,19.6,3.67,44.9,0.2,0.82,25,0.41,0,30,158.4,87.3,4.08,0.61,0.61,0.61,1.22,35.5,29.4,82.8,4.08,0.2,0,0,1.63,0.41,0.82,2.65,1.63,0,0,0,6.33,2.04,1.43,58.8
1901,Stephan El Shaarawy,ITA,MFFW,Roma,Serie A,29,1992,4,0,119,1.3,0,3.85,2.31,60,0,0,17.5,0,0,0,40,46.2,86.7,582.3,113.1,24.6,27.7,88.9,14.6,14.6,100,0.77,1.54,50,0,4.62,2.31,2.31,0,3.85,46.2,43.1,3.08,0,0,6.15,0.77,0.77,0.77,0.77,0,0,33.8,6.15,6.15,0.77,42.3,0,2.31,0,40,0,0,1.54,3.08,8.46,6.15,0,1.54,0.77,0,0,0,0,0,0,0,0,0,1.54,1.54,0.77,0.77,0,0.77,2.31,33.3,1.54,17.7,3.08,17.4,6.15,8.46,3.08,0.77,0,0,0.77,3.08,4.62,1.54,0,63.1,1.54,7.69,26.9,39.2,11.5,60,3.08,6.92,44.4,3.08,0.77,49.2,458.5,310.8,13.1,7.69,3.85,1.54,0.77,59.2,43.8,74,9.23,0,0,0,0,0.77,1.54,0.77,1.54,0,0,0,7.69,0.77,1.54,33.3
1902,Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,3,2,179,2,0,0.5,0.5,100,0,0,7.8,0,0,0,59,70,84.3,934,373,30.5,33,92.4,21,25,84,4.5,8.5,52.9,0,2,5.5,1.5,0,5,70,60,10,0.5,0,4.5,2.5,1.5,1,0,0,1,45.5,9.5,15,54.5,3,3.5,8.5,0,59,0,0,0,1.5,3.5,3,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,1.5,0.5,0.5,1,0,0,1,0,1,9.5,2,21.1,4,4,1.5,1.5,0,0,1.5,1,2.5,2.5,0,78.5,2,18.5,38.5,25,1,68.5,0,0.5,0,0,0,48.5,194.5,109.5,6.5,2.5,0.5,1,0.5,59.5,53.5,89.9,2,0.5,0,0,2.5,0.5,0,1.5,0.5,0,0,0,8,1.5,2,42.9
1903,Eldor Shomurodov,UZB,FW,Roma,Serie A,27,1995,2,0,26,0.3,0,6.67,0,0,0,0,16.5,0,0,0,30,33.3,90,516.7,30,16.7,20,83.3,13.3,13.3,100,0,0,0,0,0,0,0,0,0,33.3,30,3.33,0,0,3.33,0,0,0,0,0,0,23.3,6.67,3.33,3.33,30,0,0,0,30,0,0,3.33,0,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,6.67,10,0,0,0,6.67,3.33,0,0,0,0,0,0,0,0,53.3,0,0,33.3,26.7,6.67,50,3.33,6.67,50,3.33,0,40,303.3,86.7,6.67,0,3.33,3.33,0,70,46.7,66.7,16.7,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0
1904,Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,20,2002,8,8,703,7.8,0,0.38,0,0,0,0,13.6,0,0,0,30.5,43.1,70.8,646.4,308.6,10.9,14,78,11.4,15.6,73,7.31,11.3,64.8,0.26,0.51,2.56,0.26,0.26,3.21,43.1,32.7,10.4,0.64,0,5,1.41,0.77,0,0,0,0,20.5,6.54,16,2.05,25.1,3.59,9.74,0,30.5,0.13,0.77,1.28,1.67,1.41,0.64,0.38,0.13,0.13,0.13,0,0.51,0.26,0,0.13,0.13,0,0,1.41,0.9,0.38,0.9,0.13,0.64,1.28,50,0.64,9.36,4.23,45.2,3.46,4.23,1.67,1.67,0.64,0,1.03,1.28,2.69,2.18,0,51.7,3.21,12.9,27.3,13.1,0.9,41.4,0.51,0.77,66.7,0.51,0,21.9,93.8,50.3,2.69,0.9,0,0.51,0.51,26.9,24.6,91.4,1.41,0,0,0,1.15,0.38,0.13,0.77,0.9,0,0,0,8.46,3.46,1.92,64.3
1905,André Silva,POR,FW,RB Leipzig,Bundesliga,26,1995,9,4,388,4.3,0,2.79,1.16,41.7,0,0,12.6,0,0,0,18.1,24.4,74.3,234.4,44.7,12.1,15.3,78.8,4.42,5.58,79.2,0.47,1.16,40,0,1.86,0.7,0.47,0,1.86,24.4,22.1,2.33,0,0.23,5.12,0,0.7,0,0,0,0,17.7,3.72,3.02,3.49,18.8,0.93,0.23,0.7,18.1,0,0.47,1.4,1.4,3.26,3.02,0,0,0.23,0,0,0.23,0,0,0,0.23,0,0,0.47,0,0,0.47,0,0,0,0,0,11.9,3.02,25.5,0.47,3.95,7.44,0.93,0.23,0,0.7,0,0.47,0.23,0,38.6,0.7,3.02,14.2,22.8,8.14,36.3,1.86,4.42,42.1,2.33,0.23,27.9,114.4,64,4.42,0.7,2.09,1.63,2.09,39.8,26.5,66.7,9.3,0,0,0,0.47,2.33,0.23,0.7,0,0,0,0,5.81,0.23,2.56,8.3
1906,Bernardo Silva,POR,MFFW,Manchester City,Premier League,28,1994,9,7,618,6.9,0.29,1.3,0.43,33.3,0.22,0.67,14.9,0,0,0,54.5,60.1,90.6,1022.3,159,23.9,25.5,93.8,22.9,24.5,93.5,6.96,8.7,80,0.58,2.03,2.32,1.45,0.29,3.04,60.1,58,2.17,0.14,0.14,5.94,2.32,1.88,0.43,0,0.14,0,46.8,5.94,7.39,51.9,5.65,1.01,1.59,0,54.5,0.14,0.58,1.16,1.16,3.77,3.04,0,0.43,0.14,0.14,0,0.72,0.72,0,0,0,0,0,1.88,0.87,0.72,0.58,0.58,0.87,1.88,46.2,1.01,13.2,2.9,22,3.19,4.78,5.22,0.87,0,0,0.87,1.01,2.9,0.43,0,71,0.87,9.71,36.7,31.2,5.36,69,1.3,2.03,64.3,1.3,0,51.2,346.7,196.1,11.2,3.19,1.74,1.01,1.74,63.5,56.8,89.5,5.65,0,0,0,1.01,1.01,0,1.88,0.87,0,0,0,6.23,0,0.29,0
1907,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,7,7,606,6.7,0,0.75,0.45,60,0,0,22.8,0.15,0,0,45.1,58.2,77.4,789.6,332.2,23.3,25.7,90.7,16.4,20.6,79.7,4.93,10.4,47.1,0.6,2.39,3.43,1.49,0.45,5.37,58.2,46.1,12.1,2.69,0,4.93,1.19,1.64,2.09,1.19,0.75,0,35.4,9.25,13.6,44.8,4.78,1.34,7.31,0,45.1,0.45,0.75,1.94,0.9,4.03,3.13,0.9,0,0,0,0,0.9,0.45,0.45,0,0,0,0,2.69,1.49,1.79,0.6,0.3,0.9,2.39,37.5,1.49,12.1,3.58,29.6,5.52,4.03,2.54,1.94,0.6,0,1.34,1.49,4.18,1.64,0.3,67.8,4.48,18.7,30.1,21.8,2.24,56.1,0.9,1.19,75,1.04,0,41,179.9,102.1,3.88,0.75,0.45,0.9,0.6,45.2,41.2,91.1,2.99,0.15,0,0,0.3,0.75,0,1.64,1.49,0,0,0.15,5.82,0.15,0.6,20
1908,David Silva,ESP,MF,Real Sociedad,La Liga,36,1986,7,6,500,5.6,0,1.43,0.89,62.5,0,0,15,0,0,0,38.2,46.1,82.9,629.8,140.4,19.3,21.6,89.3,12.5,15.2,82.4,4.46,5.89,75.8,0,0.89,3.39,2.5,0.18,5.18,46.1,44.6,1.43,0.71,0.36,6.07,0.89,0.89,0.36,0.18,0.18,0,35.9,5.18,5,37.9,5.71,1.07,0.36,0.18,38.2,0.18,0.71,1.96,1.25,2.68,2.5,0,0,0.18,0,0,0.71,0.71,0,0,0,0,0,1.61,1.07,0.54,0.54,0.54,0.71,0.89,80,0.18,13.6,4.11,30.3,2.14,6.43,5,0.89,0,0,0.89,0.18,1.79,0.54,0,56.3,0.71,4.64,30.9,26.6,4.11,55,0.36,0.71,50,0.54,0,42.5,228.8,108.6,6.07,3.21,0.54,1.79,1.96,50.4,43.2,85.8,7.32,0,0,0,0.89,1.07,0,0.89,1.07,0,0,0,7.86,0.89,1.61,35.7
1909,Rui Silva,POR,GK,Betis,La Liga,28,1994,7,7,630,7,0,0,0,0,0,0,0,0,0,0,22.4,31.1,72,733,484,3.57,3.71,96.2,9.14,9.43,97,9.57,17.9,53.6,0,0,0.29,0,0,0,31.1,19.6,11.6,3.86,0,1.29,0.57,0,0,0,0,0,14.6,1,15.6,17.6,8.57,0.29,0,3.29,22.4,0.14,1.43,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0.29,0,0,0.29,0,0,0,0,0,0,0,0,0,0,32.7,28.3,32.7,0,0,0,21.4,0,0,0,0,0,12.7,56.3,23.6,0,0,0,0,0,13,12.9,98.9,0,0.14,0,0,0,0.14,0,0,0,0,0,0,4,0,0,0
1910,Thiago Silva,BRA,DF,Chelsea,Premier League,38,1984,7,7,630,7,0,0.57,0,0,0,0,15.9,0,0,0,73.4,81.1,90.5,1667.7,546.3,19.3,20.9,92.5,39,40.9,95.5,14.9,18.9,78.8,0.29,0.29,5.14,0.86,0,4.71,81.1,78.9,2.29,2.14,0.14,4.14,3.14,0,0,0,0,0,63.1,5.71,12.3,9.43,66.6,3.29,0.14,0.14,73.4,0.14,1.14,0.86,0.43,0.57,0.57,0,0,0,0,0,0.29,0.29,0,0,0,0,0,2.14,1.43,1.14,1,0,0.57,1.14,50,0.57,5,2.14,42.9,2.43,2.43,0.14,2.14,1,0.14,1.14,2.71,4.86,4.86,0.14,92.4,10.3,39.9,55.9,2.57,0.43,90.3,0.29,0.29,100,0.29,0,63.3,317.6,170.6,4.57,0.71,0,0.14,0,67.1,66.1,98.5,0.14,0.14,0,0,0.43,0.71,0,0,1.43,0,0,0,10.4,3,1.29,70
1911,Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,8,8,720,8,0,0,0,0,0,0,0,0,0,0,18.5,25.9,71.5,625.9,406.3,2.63,2.63,100,7.5,7.5,100,8.25,15.6,52.8,0,0,0.13,0,0,0,25.9,15.9,10,2.25,0,0.88,0.5,0,0,0,0,0,12.8,0.5,12.6,1.63,19.8,0,0,3.5,18.5,0,1.13,0.25,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26.3,27.9,0.13,0,0,18.3,0.13,0.13,100,0.13,0,10.1,46.5,33.8,0,0,0,0,0,10.6,10.6,100,0,0,0,0,0,0.25,0,0,0,0,0,0,4.38,0,0,0
