,S.No,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
1706,1707,Predrag Rajkovi?,SRB,GK,Mallorca,La Liga,26,1995,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,32.7,66.8,848.0,575.7,2.14,2.14,100.0,7.0,7.29,96.1,12.1,22.6,53.8,0.0,0.0,0.29,0.0,0.0,0.0,32.7,19.3,13.4,2.71,0.0,2.0,1.14,0.0,0.0,0.0,0.0,0.0,11.7,1.0,20.0,4.14,23.4,0.0,0.0,3.57,21.9,0.0,1.43,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,34.3,30.4,34.1,0.14,0.0,0.0,21.0,0.29,0.29,100.0,0.29,0.0,13.7,93.3,46.4,0.0,0.0,0.0,0.0,0.0,12.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.14,0.0
1707,1708,Ivan Rakiti?,CRO,MF,Sevilla,La Liga,34,1988,5,1,176,2.0,0.0,2.5,1.0,40.0,0.0,0.0,20.9,0.5,0.0,0.0,60.5,73.0,82.9,1248.0,400.0,23.5,28.0,83.9,26.5,29.0,91.4,10.0,14.0,71.4,0.0,2.5,7.5,1.5,0.5,8.5,73.0,68.0,5.0,2.5,0.0,7.5,5.0,1.5,1.0,0.0,1.0,0.0,43.5,9.5,20.0,7.5,58.0,4.0,1.5,1.0,60.5,0.0,0.5,1.5,2.5,4.5,2.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.5,0.5,0.5,1.5,33.3,1.0,13.0,5.0,38.5,4.0,5.0,4.0,2.0,0.0,0.0,2.0,3.0,5.0,1.5,0.0,83.5,2.5,17.5,46.0,27.0,3.0,79.0,0.5,0.5,100.0,0.5,0.0,54.5,236.5,149.0,8.0,2.5,0.5,0.0,0.5,65.0,59.0,90.8,4.0,0.0,0.0,0.0,0.5,2.5,0.0,1.5,2.0,0.0,0.0,0.0,10.5,1.0,2.0,33.3
1708,1709,Largie Ramazani,BEL,FW,Almería,La Liga,21,2001,8,7,554,6.2,0.32,2.26,1.29,57.1,0.14,0.25,21.2,0.0,0.0,0.0,12.4,18.2,68.1,207.9,63.4,6.77,8.71,77.8,4.19,6.13,68.4,1.45,2.74,52.9,0.0,0.32,1.13,0.65,0.16,1.94,18.2,17.1,1.13,0.0,0.0,4.52,0.32,0.97,0.0,0.0,0.0,0.0,12.3,4.19,1.77,2.26,14.4,0.65,0.32,0.32,12.4,0.32,0.48,1.61,0.48,1.61,0.81,0.0,0.48,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.48,0.16,0.32,0.32,0.32,0.81,40.0,0.48,19.5,3.39,17.4,2.42,8.71,8.39,0.81,0.0,0.0,0.81,0.81,1.61,0.32,0.0,32.1,0.65,4.35,16.5,14.5,2.74,31.0,1.29,2.9,44.4,1.45,0.32,23.2,139.5,95.2,5.32,1.45,1.13,2.74,2.26,34.5,22.4,65.0,4.84,0.32,0.0,0.0,2.42,1.45,0.97,0.97,0.48,0.0,0.0,0.0,4.19,0.32,0.48,40.0
1717,1718,Raphinha,BRA,FW,Barcelona,La Liga,25,1996,7,4,362,4.0,0.25,4.25,0.75,17.6,0.06,0.33,18.5,0.75,0.0,0.0,43.3,60.5,71.5,751.8,233.5,22.8,27.5,82.7,15.0,18.5,81.1,5.0,11.0,45.5,0.25,3.0,1.5,4.25,1.0,7.5,60.5,52.3,8.25,0.75,0.25,6.25,3.25,5.5,5.75,2.25,1.0,0.0,44.0,6.25,10.3,50.5,5.5,1.0,1.75,1.0,43.3,0.5,2.5,3.25,3.0,7.0,5.25,0.75,0.25,0.5,0.0,0.25,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.75,1.0,0.25,0.75,0.75,0.25,2.0,12.5,1.75,14.8,3.0,20.3,2.0,6.0,6.75,2.5,0.0,0.0,2.5,1.75,3.5,0.0,0.0,76.0,0.75,2.75,20.3,56.5,11.5,67.0,2.5,4.75,52.6,2.5,0.25,53.3,297.8,202.8,14.0,3.0,5.5,1.25,1.75,60.3,54.0,89.6,10.3,0.25,0.0,0.0,1.25,0.75,0.5,5.5,1.0,0.0,0.0,0.0,6.5,0.75,0.5,60.0
1734,1735,Reinier,BRA,FWMF,Girona,La Liga,20,2002,5,3,281,3.1,0.32,1.29,0.65,50.0,0.25,0.5,8.3,0.0,0.0,0.0,30.6,38.4,79.8,435.2,115.8,18.1,20.6,87.5,11.0,12.6,87.2,0.32,0.97,33.3,0.0,1.29,2.26,1.61,0.0,3.55,38.4,37.1,1.29,0.32,0.0,6.45,0.65,0.32,0.0,0.0,0.0,0.0,31.0,4.52,2.9,3.87,32.6,0.65,0.0,0.65,30.6,0.0,0.97,1.29,2.26,2.58,2.26,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,1.29,1.29,0.65,0.65,0.65,1.61,40.0,0.97,17.4,4.19,24.1,4.84,7.74,4.84,0.97,0.0,0.0,0.97,0.65,3.23,0.32,0.0,51.0,0.97,8.06,24.2,21.0,4.19,50.0,1.61,2.26,71.4,1.61,0.0,40.3,150.3,77.4,3.23,0.97,0.32,2.58,2.9,43.2,39.0,90.3,4.19,0.0,0.0,0.0,0.65,2.9,0.32,0.32,1.29,0.0,0.0,0.0,5.81,0.97,0.97,50.0
1736,1737,Karim Rekik,NED,DF,Sevilla,La Liga,27,1994,5,4,288,3.2,0.31,1.25,0.31,25.0,0.25,1.0,8.8,0.0,0.0,0.0,51.3,55.6,92.1,1079.1,293.8,16.3,16.6,98.1,26.3,27.2,96.6,8.44,11.3,75.0,0.0,0.0,1.88,0.0,0.0,3.13,55.6,53.8,1.88,1.56,0.0,6.88,1.88,0.0,0.0,0.0,0.0,0.0,48.1,2.5,5.0,46.3,7.81,0.0,0.31,0.31,51.3,0.0,0.31,0.31,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.88,25.0,2.81,4.06,0.63,1.25,0.0,0.0,1.25,0.94,1.25,2.81,0.0,63.4,8.44,38.1,25.9,3.75,1.25,61.6,0.0,0.0,0.0,0.0,0.0,46.3,280.6,152.2,1.88,0.63,0.0,0.63,0.0,49.7,49.1,98.7,0.31,0.31,0.0,0.0,2.81,0.0,0.0,0.0,0.31,0.0,0.0,0.0,6.88,2.5,0.94,72.7
1737,1738,Álex Remiro,ESP,GK,Real Sociedad,La Liga,27,1995,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,34.7,77.0,884.9,588.7,4.29,4.57,93.8,11.3,11.4,98.8,11.0,18.6,59.2,0.0,0.0,0.71,0.0,0.0,0.0,34.7,27.0,7.71,2.0,0.0,4.57,0.71,0.0,0.0,0.0,0.0,0.0,18.1,1.43,15.1,1.57,26.4,0.0,0.0,4.0,26.7,0.43,1.0,0.71,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.43,38.1,35.1,38.0,0.14,0.0,0.0,30.4,0.0,0.0,0.0,0.0,0.0,20.0,91.1,47.4,0.0,0.0,0.0,0.14,0.0,19.0,19.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0
1740,1741,Alejandro Revuelta Montero,ESP,DF,Getafe,La Liga,22,2000,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,1744,Nico Ribaudo,ESP,FWMF,Espanyol,La Liga,21,2001,5,2,122,1.4,0.0,1.43,0.0,0.0,0.0,0.0,23.4,0.71,0.0,0.0,26.4,30.7,86.0,379.3,53.6,12.1,14.3,85.0,12.1,12.1,100.0,0.71,2.14,33.3,0.0,0.71,0.0,0.0,0.0,2.14,30.7,28.6,2.14,0.71,0.0,4.29,0.0,1.43,0.71,0.0,0.0,0.0,20.7,6.43,3.57,0.71,25.0,2.86,0.71,0.0,26.4,0.0,0.0,0.71,0.71,2.14,0.71,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.71,0.71,0.0,0.71,0.71,1.43,50.0,0.71,17.9,4.29,24.0,2.86,6.43,8.57,3.57,0.71,0.0,2.86,0.71,2.14,0.71,0.0,45.7,1.43,5.0,26.4,20.7,2.14,43.6,2.14,5.0,42.9,2.86,0.0,32.1,205.7,134.3,5.71,3.57,1.43,1.43,0.0,42.9,29.3,68.3,6.43,0.0,0.0,0.0,1.43,6.43,0.0,1.43,0.71,0.0,0.0,0.0,5.71,1.43,6.43,18.2
1751,1752,Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,1,1,81,0.9,0.0,1.11,1.11,100.0,0.0,0.0,31.0,0.0,0.0,0.0,41.1,56.7,72.5,700.0,274.4,21.1,21.1,100.0,16.7,25.6,65.2,3.33,8.89,37.5,0.0,0.0,0.0,1.11,0.0,2.22,56.7,43.3,13.3,1.11,0.0,5.56,1.11,3.33,0.0,0.0,0.0,0.0,34.4,10.0,12.2,41.1,1.11,2.22,12.2,0.0,41.1,0.0,2.22,4.44,1.11,2.22,1.11,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.22,1.11,0.0,2.22,2.22,3.33,66.7,1.11,10.0,2.22,22.2,5.56,3.33,1.11,0.0,0.0,0.0,0.0,1.11,4.44,6.67,0.0,70.0,3.33,22.2,31.1,20.0,2.22,56.7,1.11,2.22,50.0,1.11,0.0,38.9,138.9,76.7,3.33,2.22,0.0,0.0,1.11,41.1,37.8,91.9,1.11,0.0,0.0,0.0,2.22,2.22,0.0,3.33,2.22,0.0,0.0,0.0,6.67,1.11,1.11,50.0
1756,1757,Rodrigo Riquelme,ESP,FWMF,Girona,La Liga,22,2000,7,7,519,5.8,0.34,2.93,1.38,47.1,0.12,0.25,19.9,0.17,0.0,0.0,20.3,28.1,72.4,320.9,99.7,10.2,12.1,84.3,7.93,10.7,74.2,1.55,3.62,42.9,0.0,0.69,2.07,0.69,0.0,2.93,28.1,26.7,1.38,0.52,0.0,4.31,0.34,2.07,0.0,0.0,0.0,0.0,20.9,2.41,4.83,2.07,24.3,0.86,0.34,0.17,20.3,0.17,0.86,0.86,1.03,1.72,1.38,0.0,0.17,0.0,0.17,0.0,0.34,0.17,0.0,0.17,0.0,0.0,0.0,0.86,0.34,0.52,0.17,0.17,0.52,1.38,37.5,0.86,15.9,3.45,21.7,3.1,6.72,6.03,0.34,0.0,0.0,0.34,0.52,1.38,0.69,0.0,41.6,0.69,5.0,20.2,22.1,3.97,40.0,1.21,3.62,33.3,1.38,0.34,31.4,207.9,130.9,6.9,2.76,1.03,1.9,1.72,35.3,31.7,89.8,4.66,0.0,0.0,0.0,1.38,2.24,0.34,2.07,0.34,0.0,0.0,0.0,4.83,0.69,1.21,36.4
1758,1759,Sergi Roberto,ESP,DF,Barcelona,La Liga,30,1992,5,0,114,1.3,0.77,1.54,1.54,100.0,0.5,0.5,15.5,0.0,0.0,0.0,69.2,75.4,91.8,1206.2,329.2,36.2,38.5,94.0,24.6,26.2,94.1,8.46,10.8,78.6,0.0,1.54,11.5,0.77,0.77,3.08,75.4,67.7,7.69,0.0,0.0,0.77,0.77,1.54,0.0,0.0,0.0,0.0,57.7,10.0,7.69,14.6,52.3,0.77,7.69,0.0,69.2,0.77,0.77,0.77,1.54,3.08,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.54,0.77,0.77,0.0,0.77,0.77,100.0,0.0,8.46,2.31,27.3,1.54,5.38,1.54,1.54,0.77,0.0,0.77,2.31,3.85,3.85,0.0,90.0,5.38,18.5,44.6,33.1,3.08,82.3,0.0,0.77,0.0,0.0,0.0,60.0,213.8,130.0,4.62,3.85,0.0,0.77,0.77,64.6,63.1,97.6,3.85,0.77,0.0,0.0,2.31,0.77,0.0,1.54,1.54,0.0,0.0,0.0,7.69,0.77,0.0,100.0
1759,1760,Lucas Robertone,ARG,MF,Almería,La Liga,25,1997,8,8,584,6.5,0.15,0.77,0.15,20.0,0.2,1.0,15.5,0.15,0.0,0.0,24.9,35.5,70.1,450.2,148.2,12.9,14.6,88.4,8.0,10.0,80.0,3.69,9.85,37.5,0.15,1.85,1.54,0.92,0.15,2.46,35.5,30.2,5.38,2.15,0.0,6.31,3.08,1.85,2.92,1.23,1.54,0.0,21.7,4.15,9.69,4.15,28.9,1.08,0.31,0.15,24.9,0.46,1.54,1.23,0.31,3.38,1.54,1.38,0.0,0.0,0.31,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,1.85,1.23,0.46,1.08,0.31,0.31,1.38,22.2,1.08,15.4,2.15,14.0,3.38,9.23,2.77,1.08,0.15,0.0,0.92,0.92,2.77,1.23,0.0,44.5,1.38,8.15,24.5,15.1,1.08,40.2,0.62,1.08,57.1,0.77,0.15,27.1,125.5,63.1,3.54,1.54,0.15,0.31,0.77,31.8,27.8,87.4,4.15,0.31,0.0,0.0,1.69,3.38,0.15,1.85,1.23,0.0,0.0,0.0,6.15,0.92,1.38,40.0
1763,1764,Enzo Roco,CHI,DF,Elche,La Liga,30,1992,6,5,379,4.2,0.0,0.24,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,36.7,43.8,83.7,824.3,318.1,9.05,10.2,88.4,19.8,21.4,92.2,7.62,11.7,65.3,0.0,0.0,1.9,0.0,0.0,1.67,43.8,40.0,3.81,3.81,0.0,3.57,0.48,0.0,0.0,0.0,0.0,0.0,31.9,3.1,8.81,5.0,34.0,2.86,0.0,0.24,36.7,0.48,0.24,1.19,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.48,1.43,0.48,0.0,0.48,0.71,66.7,0.24,8.33,2.62,31.4,5.0,3.33,0.0,0.95,0.24,0.0,0.71,1.43,3.33,2.62,0.48,49.8,6.43,29.3,23.3,0.48,0.24,46.7,0.24,0.24,100.0,0.24,0.0,30.0,169.5,81.7,0.48,0.0,0.0,0.24,0.48,30.0,29.8,99.2,0.0,0.48,0.0,0.0,2.62,1.43,0.0,0.0,0.48,0.0,0.24,0.0,9.52,1.9,0.48,80.0
1769,1770,Rodrigo,ESP,FW,Betis,La Liga,22,2000,6,6,423,4.7,0.21,0.85,0.43,50.0,0.25,0.5,14.9,0.0,0.0,0.0,33.6,41.3,81.4,550.4,132.8,17.0,18.9,89.9,13.0,16.2,80.3,2.34,4.26,55.0,0.0,0.43,1.91,1.28,0.64,2.98,41.3,40.0,1.28,0.85,0.0,5.11,1.7,2.13,0.0,0.0,0.0,0.0,33.6,2.98,4.68,34.9,5.11,0.64,0.43,0.21,33.6,0.43,1.49,2.13,0.64,2.13,1.49,0.0,0.0,0.21,0.43,0.0,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.43,0.43,0.21,0.0,0.21,0.21,0.43,50.0,0.21,9.79,2.77,28.3,1.49,6.6,1.7,0.64,0.0,0.0,0.64,1.06,1.49,0.43,0.0,49.6,0.64,7.45,22.1,24.0,2.77,48.7,0.85,1.91,44.4,0.85,0.0,39.6,227.7,122.3,7.02,1.91,1.06,1.49,1.28,46.6,40.0,85.8,4.04,0.0,0.0,0.0,0.21,2.77,0.0,2.13,0.43,0.21,0.0,0.0,5.32,0.0,0.64,0.0
1770,1771,Ángel Rodríguez,ESP,MF,Mallorca,La Liga,35,1987,1,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,100.0,30.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,20.0,10.0,10.0,30.0,10.0,10.0,100.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1771,1772,Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,6,6,450,5.0,0.2,2.0,1.6,80.0,0.1,0.13,22.4,0.4,0.0,0.0,41.0,51.8,79.2,762.6,199.8,21.6,25.0,86.4,13.4,15.8,84.8,5.6,10.2,54.9,0.0,1.0,4.4,0.6,0.2,3.0,51.8,46.4,5.4,3.2,0.0,5.0,3.4,1.4,2.0,0.2,1.8,0.0,38.8,3.2,9.8,7.2,42.8,1.0,0.2,0.0,41.0,0.0,1.2,1.4,0.6,2.8,1.6,0.8,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.6,0.4,0.0,0.2,0.8,25.0,0.6,8.8,2.2,25.0,2.6,5.0,1.2,1.2,0.0,0.0,1.2,1.4,2.4,1.2,0.0,62.2,0.8,9.0,36.8,19.8,1.6,56.8,1.0,2.0,50.0,1.0,0.0,42.2,129.6,70.4,4.2,1.6,0.4,1.8,0.2,47.4,44.8,94.5,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.4,0.4,0.0,0.0,0.0,6.6,1.4,1.0,58.3
1772,1773,Dani Rodríguez,ESP,MFFW,Mallorca,La Liga,34,1988,7,5,414,4.6,0.0,0.65,0.43,66.7,0.0,0.0,19.7,0.0,0.0,0.0,21.3,25.9,82.4,361.3,74.8,11.7,12.4,94.7,7.39,8.48,87.2,1.52,3.26,46.7,0.22,0.65,1.96,0.65,0.43,1.52,25.9,25.2,0.65,0.43,0.0,3.91,1.09,1.09,0.22,0.0,0.0,0.0,19.8,2.83,3.26,4.57,20.4,0.22,0.0,0.22,21.3,0.22,0.65,0.65,0.65,2.17,1.74,0.0,0.22,0.0,0.0,0.22,0.43,0.22,0.0,0.0,0.0,0.0,0.22,1.3,0.65,0.65,0.22,0.43,0.22,1.52,14.3,1.3,17.8,3.91,22.0,5.87,7.83,4.13,1.09,0.22,0.0,0.87,1.3,2.61,0.87,0.0,35.9,1.3,9.78,18.0,11.1,0.87,35.2,0.87,1.52,57.1,0.87,0.0,27.2,173.7,103.7,2.61,1.96,0.22,1.96,1.74,29.6,24.6,83.1,2.39,0.43,0.0,0.0,3.04,1.52,0.22,1.09,0.65,0.0,0.0,0.0,5.43,0.87,1.96,30.8
1773,1774,Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,6,6,536,6.0,0.0,0.33,0.17,50.0,0.0,0.0,29.0,0.0,0.0,0.0,49.0,54.2,90.5,959.7,277.5,19.2,21.0,91.3,22.2,23.3,95.0,7.17,8.83,81.1,0.0,0.67,5.33,0.33,0.0,3.17,54.2,51.5,2.67,2.5,0.33,6.17,2.0,0.0,0.0,0.0,0.0,0.0,42.7,5.17,6.33,3.33,47.3,2.17,0.17,0.17,49.0,0.0,0.5,1.33,0.67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.33,1.5,1.0,0.83,0.5,1.17,2.67,43.8,1.5,18.5,5.5,29.7,7.17,8.33,3.0,2.17,0.17,0.0,2.0,1.33,3.67,1.83,0.0,64.7,2.5,19.0,41.5,7.17,0.17,62.3,1.0,1.17,85.7,1.0,0.0,43.2,106.2,42.2,1.17,1.0,0.0,1.0,0.67,44.3,43.8,98.9,0.5,0.17,0.0,0.0,2.0,2.17,0.17,0.0,1.5,0.0,0.0,0.0,9.5,1.5,0.5,75.0
1776,1777,Rodrygo,BRA,FW,Real Madrid,La Liga,21,2001,6,5,465,5.2,0.58,3.65,1.35,36.8,0.16,0.43,17.8,0.0,0.0,0.0,26.7,30.6,87.4,377.5,86.0,17.3,19.0,90.9,7.69,8.65,88.9,1.35,1.92,70.0,0.38,1.54,1.92,1.92,0.38,2.88,30.6,28.8,1.73,0.0,0.0,4.62,0.19,1.35,0.77,0.0,0.0,0.19,27.3,1.15,2.12,3.85,26.0,0.19,0.58,0.0,26.7,0.38,0.0,0.38,1.54,5.77,3.27,0.0,1.15,0.38,0.77,0.19,1.15,0.58,0.0,0.38,0.0,0.19,0.0,0.96,0.38,0.0,0.77,0.19,0.19,0.58,33.3,0.38,19.2,4.23,22.0,2.31,10.6,6.35,1.15,0.19,0.0,0.96,0.58,1.54,0.0,0.0,45.6,0.0,1.73,19.6,27.3,6.92,43.8,2.12,4.04,52.4,2.69,0.77,35.4,184.2,124.4,8.27,1.54,1.54,2.31,2.5,46.2,37.7,81.7,9.81,0.0,0.0,0.0,0.96,2.12,0.38,1.35,0.38,0.0,0.0,0.0,2.5,0.19,1.54,11.1
1782,1783,Iván Romero,ESP,MF,Sevilla,La Liga,21,2001,1,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,90.0,50.0,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,40.0,20.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,20.0,0.0,0.0,0.0,30.0,10.0,60.0,50.0,83.3,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,50.0
1783,1784,Oriol Romeu,ESP,MF,Girona,La Liga,31,1991,5,5,450,5.0,0.2,1.2,0.4,33.3,0.17,0.5,13.8,0.0,0.0,0.0,43.0,49.4,87.0,778.0,180.8,19.2,19.8,97.0,17.6,20.6,85.4,4.8,7.2,66.7,0.0,0.8,4.0,0.8,0.2,3.2,49.4,47.6,1.8,1.8,0.0,8.6,0.4,0.6,0.0,0.0,0.0,0.0,39.2,2.4,7.8,7.0,39.6,1.6,0.0,0.2,43.0,0.2,0.4,0.6,0.4,1.2,0.8,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.8,0.8,0.4,0.6,1.6,37.5,1.0,18.0,3.8,21.1,5.0,10.4,2.6,1.4,0.6,0.0,0.8,1.2,3.2,1.2,0.0,59.4,2.0,16.2,34.0,11.8,1.4,58.0,0.4,0.6,66.7,0.4,0.0,36.8,136.8,66.8,2.4,0.2,0.0,0.8,0.8,43.0,41.4,96.3,0.8,0.6,0.0,0.0,3.0,1.0,0.0,0.6,1.2,0.0,0.0,0.0,9.0,1.6,1.0,61.5
1797,1798,Rubén,ESP,MFFW,Espanyol,La Liga,21,2001,4,3,244,2.7,0.0,2.22,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,17.4,26.7,65.3,247.0,89.3,10.7,11.9,90.6,3.7,8.15,45.5,1.48,3.7,40.0,0.0,0.37,1.11,1.11,0.0,2.59,26.7,26.3,0.37,0.0,0.0,4.44,0.74,4.44,0.0,0.0,0.0,0.0,14.4,5.56,6.67,3.7,18.1,2.96,0.37,0.0,17.4,0.37,1.11,0.37,1.11,1.48,0.74,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.48,1.85,1.11,0.74,2.22,2.59,85.7,0.37,14.8,4.81,32.5,4.07,6.67,4.07,1.11,0.37,0.0,0.74,3.7,7.41,0.37,0.0,42.6,2.22,8.89,18.1,20.0,3.33,42.2,1.11,2.22,50.0,1.48,0.0,23.3,128.9,78.1,5.19,2.59,0.37,1.48,1.85,31.9,24.4,76.7,5.19,0.0,0.0,0.0,1.11,0.0,0.0,4.44,1.48,0.0,0.0,0.0,7.04,1.85,0.37,83.3
